DateTime,Active Energy,Inside Temperature,Outside Temperature,Difference Of Temperature,Inside Humidity,Outside Humidity,Difference Of Humidity,No Of People
2019-07-22 16:11:24,1.875,29,23.24,5.76,40,44.76,4.76,74
2019-07-22 16:11:39,1.875,29,23.26,5.74,40,44.74,4.74,74
2019-07-22 16:11:40,1.875,29,23.26,5.74,40,44.74,4.74,74
2019-07-22 16:11:56,1.875,29,23.3,5.7,40,44.66,4.66,74
2019-07-22 16:12:11,1.875,29,23.36,5.64,40,44.62,4.62,74
2019-07-22 16:12:27,1.875,29,23.44,5.56,40,45.04,5.04,74
2019-07-22 16:12:48,1.875,29,23.44,5.56,40,45.08,5.08,74
2019-07-22 16:13:04,1.875,29,23.46,5.54,40,45.08,5.08,74
2019-07-22 16:13:08,1.875,29,23.46,5.54,40,45.12,5.12,74
2019-07-22 16:13:20,1.875,29,23.48,5.52,40,45.12,5.12,74
2019-07-22 16:13:35,1.875,29,23.46,5.54,40,45.16,5.16,74
2019-07-22 16:13:38,1.875,29,23.46,5.54,40,45.16,5.16,74
2019-07-22 16:13:40,1.875,29,23.44,5.56,40,45.16,5.16,74
2019-07-22 16:13:54,1.875,29,23.46,5.54,40,45.16,5.16,74
2019-07-22 16:14:08,1.875,29,23.46,5.54,40,45.16,5.16,74
2019-07-22 16:14:09,1.875,29,23.5,5.5,40,45.18,5.18,74
2019-07-22 16:14:24,1.875,29,23.58,5.42,40,45.58,5.58,74
2019-07-22 16:14:38,1.875,29,23.58,5.42,40,45.58,5.58,74
2019-07-22 16:14:40,1.875,29,23.66,5.34,40,45.68,5.68,74
2019-07-22 16:14:54,1.875,29,23.72,5.28,40,45.72,5.72,74
2019-07-22 16:14:55,1.875,29,23.68,5.32,40,45.94,5.94,74
2019-07-22 16:15:10,1.875,29,23.74,5.26,40,45.94,5.94,74
2019-07-22 16:15:25,1.875,29,23.8,5.2,40,45.96,5.96,74
2019-07-22 16:15:48,1.875,29,23.8,5.2,40,45.96,5.96,74
2019-07-22 16:16:10,1.875,29,23.8,5.2,40,45.96,5.96,74
2019-07-22 16:16:26,1.875,29,23.78,5.22,40,45.86,5.86,74
2019-07-22 16:16:36,1.875,29,23.8,5.2,40,45.8,5.8,74
2019-07-22 16:16:38,1.875,29,23.8,5.2,40,45.76,5.76,74
2019-07-22 16:16:41,1.875,29,23.82,5.18,40,45.66,5.66,74
2019-07-22 16:16:54,1.875,29,23.86,5.14,40,45.68,5.68,74
2019-07-22 16:17:08,1.875,29,23.86,5.14,40,45.72,5.72,74
2019-07-22 16:17:24,1.875,29,23.9,5.1,40,45.72,5.72,74
2019-07-22 16:17:39,1.875,29,23.94,5.06,40,45.76,5.76,74
2019-07-22 16:17:40,1.875,29,23.94,5.06,40,45.86,5.86,74
2019-07-22 16:17:56,1.875,29,23.96,5.04,40,45.86,5.86,74
2019-07-22 16:18:11,1.875,29,23.98,5.02,40,45.9,5.9,74
2019-07-22 16:18:27,1.875,29,24.04,4.96,40,46.36,6.36,74
2019-07-22 16:18:40,1.875,29,24.04,4.96,40,46.36,6.36,74
2019-07-22 16:18:55,1.875,29,23.94,5.06,40,46.44,6.44,74
2019-07-22 16:19:08,1.875,29,23.94,5.06,40,46.44,6.44,74
2019-07-22 16:19:11,1.875,29,23.86,5.14,40,46.26,6.26,74
2019-07-22 16:19:27,1.875,29,23.9,5.1,40,46.26,6.26,74
2019-07-22 16:19:39,1.875,29,23.82,5.18,40,46.26,6.26,74
2019-07-22 16:19:40,1.875,29,23.82,5.18,40,46.36,6.36,74
2019-07-22 16:19:56,1.875,29,23.8,5.2,40,46.36,6.36,74
2019-07-22 16:20:10,1.875,29,23.8,5.2,40,46.36,6.36,74
2019-07-22 16:20:27,1.875,29,23.78,5.22,40,46.36,6.36,74
2019-07-22 16:20:38,1.875,29,23.78,5.22,40,46.36,6.36,74
2019-07-22 16:20:41,1.875,29,23.8,5.2,40,46.32,6.32,74
2019-07-22 16:20:54,1.875,29,23.82,5.18,40,46.44,6.44,74
2019-07-22 16:21:25,1.875,29,23.76,5.24,40,46.44,6.44,74
2019-07-22 16:21:40,1.875,29,23.76,5.24,40,46.54,6.54,74
2019-07-22 16:21:55,1.875,29,23.72,5.28,40,46.62,6.62,74
2019-07-22 16:22:10,1.875,29,23.72,5.28,40,46.44,6.44,74
2019-07-22 16:22:11,1.875,29,23.8,5.2,40,46.22,6.22,74
2019-07-22 16:22:25,1.875,29,23.86,5.14,40,46.08,6.08,74
2019-07-22 16:22:27,1.875,29,23.82,5.18,40,46.04,6.04,74
2019-07-22 16:22:40,1.875,29,23.82,5.18,40,46,6,74
2019-07-22 16:22:41,1.875,29,23.9,5.1,40,45.94,5.94,74
2019-07-22 16:22:55,1.875,29,24,5,40,45.98,5.98,74
2019-07-22 16:23:08,1.875,29,24,5,40,46,6,74
2019-07-22 16:23:11,1.875,29,24.08,4.92,40,45.94,5.94,74
2019-07-22 16:23:24,1.875,29,24.12,4.88,40,46.14,6.14,74
2019-07-22 16:23:38,1.875,29,24.12,4.88,40,46.14,6.14,74
2019-07-22 16:23:39,1.875,29,24.18,4.82,40,46.08,6.08,74
2019-07-22 16:23:54,1.875,29,24.28,4.72,40,46.08,6.08,74
2019-07-22 16:24:25,1.875,29,24.3,4.7,40,46.12,6.12,74
2019-07-22 16:24:48,1.875,29,24.3,4.7,40,46.08,6.08,74
2019-07-22 16:25:04,1.875,29,24.22,4.78,40,46.06,6.06,74
2019-07-22 16:25:08,1.875,29,24.22,4.78,40,46.06,6.06,74
2019-07-22 16:25:20,1.875,29,24.26,4.74,40,46,6,74
2019-07-22 16:25:35,1.875,29,24.3,4.7,40,45.82,5.82,74
2019-07-22 16:25:39,1.875,29,24.3,4.7,40,45.9,5.9,74
2019-07-22 16:25:54,1.875,29,24.32,4.68,40,45.9,5.9,74
2019-07-22 16:26:10,1.875,29,24.36,4.64,40,46.18,6.18,74
2019-07-22 16:26:25,1.875,29,24.44,4.56,40,46.5,6.5,74
2019-07-22 16:26:47,1.875,29,24.44,4.56,40,46.62,6.62,74
2019-07-22 16:27:03,1.875,29,24.48,4.52,40,46.62,6.62,74
2019-07-22 16:27:18,1.875,29,24.48,4.52,40,46.8,6.8,74
2019-07-22 16:27:19,1.875,29,24.5,4.5,40,46.68,6.68,74
2019-07-22 16:27:34,1.875,29,24.54,4.46,40,46.74,6.74,74
2019-07-22 16:27:49,1.875,29,24.58,4.42,40,46.66,6.66,74
2019-07-22 16:28:05,1.875,29,24.5,4.5,40,46.68,6.68,74
2019-07-22 16:28:18,1.875,29,24.5,4.5,40,46.82,6.82,74
2019-07-22 16:28:34,1.875,29,24.32,4.68,40,46.86,6.86,74
2019-07-22 16:28:38,1.875,29,24.32,4.68,40,47.04,7.04,74
2019-07-22 16:28:49,1.875,29,24.26,4.74,40,46.64,6.64,74
2019-07-22 16:28:54,1.875,29,24.22,4.78,40,46.36,6.36,74
2019-07-22 16:29:08,1.875,29,24.22,4.78,40,46.46,6.46,74
2019-07-22 16:29:38,1.875,29,24.22,4.78,40,46.58,6.58,74
2019-07-22 16:29:54,1.875,29,24.14,4.86,40,47,7,74
2019-07-22 16:29:55,1.875,29,24.12,4.88,40,47.08,7.08,74
2019-07-22 16:30:08,1.875,29,24.12,4.88,40,46.68,6.68,74
2019-07-22 16:30:09,1.875,29,24.08,4.92,40,46.62,6.62,74
2019-07-22 16:30:39,1.875,29,24.04,4.96,40,46.42,6.42,74
2019-07-22 16:31:18,1.875,29,24.04,4.96,40,46.44,6.44,74
2019-07-22 16:31:34,1.875,29,24.08,4.92,40,46.44,6.44,74
2019-07-22 16:31:38,1.875,29,24.08,4.92,40,46.72,6.72,74
2019-07-22 16:31:49,1.875,29,24.04,4.96,40,46.72,6.72,74
2019-07-22 16:32:05,1.875,29,24,5,40,46.76,6.76,74
2019-07-22 16:32:08,1.875,29,24,5,40,46.9,6.9,74
2019-07-22 16:32:38,1.875,29,24,5,40,47.28,7.28,74
2019-07-22 16:32:39,1.875,29,23.98,5.02,40,46.86,6.86,74
2019-07-22 16:32:54,1.875,29,24,5,40,46.86,6.86,74
2019-07-22 16:33:08,1.875,29,24,5,40,47.04,7.04,74
2019-07-22 16:33:10,1.875,29,24.04,4.96,40,47.1,7.1,74
2019-07-22 16:33:40,1.875,29,24.06,4.94,40,47.1,7.1,74
2019-07-22 16:34:10,1.875,29,24.06,4.94,40,47.26,7.26,74
2019-07-22 16:34:25,1.875,29,24,5,40,47.36,7.36,74
2019-07-22 16:34:40,1.875,29,24,5,40,48,8,74
2019-07-22 16:34:41,1.875,29,23.94,5.06,40,48,8,74
2019-07-22 16:34:55,1.875,29,23.86,5.14,40,48.18,8.18,74
2019-07-22 16:35:10,1.875,29,23.86,5.14,40,48.62,8.62,74
2019-07-22 16:35:11,1.875,29,23.9,5.1,40,48.62,8.62,74
2019-07-22 16:35:25,1.875,29,23.86,5.14,40,48.72,8.72,74
2019-07-22 16:35:38,1.875,29,23.86,5.14,40,48.98,8.98,74
2019-07-22 16:35:41,1.875,29,23.9,5.1,40,48.62,8.62,74
2019-07-22 16:36:08,1.875,29,23.9,5.1,40,48.62,8.62,74
2019-07-22 16:36:25,1.875,29,23.92,5.08,40,48.58,8.58,74
2019-07-22 16:36:39,1.875,29,23.9,5.1,40,48.56,8.56,74
2019-07-22 16:37:18,1.875,29,23.9,5.1,40,48.5,8.5,74
2019-07-22 16:37:34,1.875,29,23.8,5.2,40,49.08,9.08,74
2019-07-22 16:37:38,1.875,29,23.8,5.2,40,49.08,9.08,74
2019-07-22 16:37:49,1.875,29,23.76,5.24,40,49.12,9.12,74
2019-07-22 16:37:54,1.875,29,23.74,5.26,40,49.16,9.16,74
2019-07-22 16:38:05,1.875,29,23.68,5.32,40,49.16,9.16,74
2019-07-22 16:38:08,1.875,29,23.68,5.32,40,48.86,8.86,74
2019-07-22 16:38:24,1.875,29,23.6,5.4,40,48.78,8.78,74
2019-07-22 16:38:25,1.875,29,23.62,5.38,40,49.36,9.36,74
2019-07-22 16:38:38,1.875,29,23.62,5.38,40,49.36,9.36,74
2019-07-22 16:38:39,1.875,29,23.56,5.44,40,48.94,8.94,74
2019-07-22 16:38:54,1.875,29,23.48,5.52,40,49.4,9.4,74
2019-07-22 16:39:08,1.875,29,23.48,5.52,40,49.4,9.4,74
2019-07-22 16:39:09,1.875,29,23.44,5.56,40,49.44,9.44,74
2019-07-22 16:39:24,1.875,29,23.36,5.64,40,49.26,9.26,74
2019-07-22 16:39:55,1.875,29,23.3,5.7,40,49.18,9.18,74
2019-07-22 16:40:18,1.875,29,23.3,5.7,40,48.68,8.68,74
2019-07-22 16:40:33,1.875,29,23.22,5.78,40,48.32,8.32,74
2019-07-22 16:40:38,1.875,29,23.22,5.78,40,47.82,7.82,74
2019-07-22 16:40:49,1.875,29,23.18,5.82,40,47.86,7.86,74
2019-07-22 16:40:54,1.875,29,23.22,5.78,40,47.94,7.94,74
2019-07-22 16:41:05,1.875,29,23.18,5.82,40,47.94,7.94,74
2019-07-22 16:41:08,1.875,29,23.18,5.82,40,48.36,8.36,74
2019-07-22 16:41:09,1.875,29,23.16,5.84,40,48.66,8.66,74
2019-07-22 16:41:38,1.875,29,23.16,5.84,40,49.18,9.18,74
2019-07-22 16:41:39,1.875,29,23.18,5.82,40,49.22,9.22,74
2019-07-22 16:41:54,1.875,29,23.12,5.88,40,49.48,9.48,74
2019-07-22 16:42:08,1.875,29,23.12,5.88,40,49.58,9.58,74
2019-07-22 16:42:40,1.875,29,23.08,5.92,40,49.58,9.58,74
2019-07-22 16:42:55,1.875,29,23.12,5.88,40,50.06,10.06,74
2019-07-22 16:43:18,1.875,29,23.12,5.88,40,49.86,9.86,74
2019-07-22 16:43:33,1.875,29,23.16,5.84,40,49.82,9.82,74
2019-07-22 16:43:40,1.875,29,23.16,5.84,40,49.46,9.46,74
2019-07-22 16:44:10,1.875,29,23.16,5.84,40,49.12,9.12,74
2019-07-22 16:44:10,1.9375,29,23.16,5.84,40,48.8,8.8,74
2019-07-22 16:44:11,1.9375,29,23.18,5.82,40,48.8,8.8,74
2019-07-22 16:44:13,1.9375,29,23.18,5.82,40,48.9,8.9,74
2019-07-22 16:44:18,1.9375,29,23.18,5.82,40,48.86,8.86,74
2019-07-22 16:44:18,1.75,29,23.18,5.82,40,48.86,8.86,74
2019-07-22 16:44:40,1.75,29,23.18,5.82,40,48.5,8.5,74
2019-07-22 16:44:40,1.75,29,23.12,5.88,40,48.42,8.42,74
2019-07-22 16:44:42,1.75,29,23.12,5.88,40,48.3,8.3,74
2019-07-22 16:44:48,1.75,29,23.12,5.88,40,48.26,8.26,74
2019-07-22 16:45:10,1.75,29,23.12,5.88,40,48.32,8.32,74
2019-07-22 16:45:11,1.75,29,23,6,40,48.4,8.4,74
2019-07-22 16:45:18,1.75,29,23,6,40,48.32,8.32,74
2019-07-22 16:45:18,1.8125,29,23,6,40,48,8,74
2019-07-22 16:45:18,1.8125,29,22.98,6.02,40,48.06,8.06,74
2019-07-22 16:45:40,1.8125,29,22.98,6.02,40,48.12,8.12,74
2019-07-22 16:45:40,1.8125,29,22.92,6.08,40,47.9,7.9,74
2019-07-22 16:45:42,1.8125,29,22.9,6.1,40,47.72,7.72,74
2019-07-22 16:45:42,1.8125,29,22.9,6.1,40,48.68,8.68,74
2019-07-22 16:45:43,1.8125,29,22.92,6.08,40,48.68,8.68,74
2019-07-22 16:45:48,1.8125,29,22.92,6.08,40,48.36,8.36,74
2019-07-22 16:45:48,1.8125,29,22.9,6.1,40,47.98,7.98,74
2019-07-22 16:46:10,1.8125,29,22.9,6.1,40,47.48,7.48,74
2019-07-22 16:46:10,1.8125,29,22.86,6.14,40,47.4,7.4,74
2019-07-22 16:46:11,1.8125,29,22.82,6.18,40,47.62,7.62,74
2019-07-22 16:46:12,1.8125,29,22.82,6.18,40,47.72,7.72,74
2019-07-22 16:46:18,1.8125,29,22.82,6.18,40,47.9,7.9,74
2019-07-22 16:46:18,1.6875,29,22.82,6.18,40,47.9,7.9,74
2019-07-22 16:46:40,1.6875,29,22.82,6.18,40,47.98,7.98,74
2019-07-22 16:46:42,1.6875,29,22.82,6.18,40,46.9,6.9,74
2019-07-22 16:46:48,1.6875,29,22.82,6.18,40,46.82,6.82,74
2019-07-22 16:47:10,1.6875,29,22.82,6.18,40,46.32,6.32,74
2019-07-22 16:47:11,1.6875,29,22.86,6.14,40,45.72,5.72,74
2019-07-22 16:47:12,1.6875,29,22.86,6.14,40,45.68,5.68,74
2019-07-22 16:47:18,1.6875,29,22.86,6.14,40,45.76,5.76,74
2019-07-22 16:47:18,1.8125,29,22.86,6.14,40,45.68,5.68,74
2019-07-22 16:47:40,1.8125,29,22.86,6.14,40,45.56,5.56,74
2019-07-22 16:47:40,1.8125,29,22.78,6.22,40,45.5,5.5,74
2019-07-22 16:47:42,1.8125,29,22.78,6.22,40,45.5,5.5,74
2019-07-22 16:47:43,1.8125,29,22.8,6.2,40,45.12,5.12,74
2019-07-22 16:47:48,1.8125,29,22.8,6.2,40,45.16,5.16,74
2019-07-22 16:47:48,1.8125,29,22.76,6.24,40,45.16,5.16,74
2019-07-22 16:48:10,1.8125,29,22.76,6.24,40,45.22,5.22,74
2019-07-22 16:48:10,1.8125,29,22.8,6.2,40,44.94,4.94,74
2019-07-22 16:48:12,1.8125,29,22.8,6.2,40,44.94,4.94,74
2019-07-22 16:48:14,1.8125,29,22.82,6.18,40,44.96,4.96,74
2019-07-22 16:48:18,1.8125,29,22.82,6.18,40,44.74,4.74,74
2019-07-22 16:48:18,1.8125,29,22.8,6.2,40,44.96,4.96,74
2019-07-22 16:48:40,1.8125,29,22.8,6.2,40,44.6,4.6,74
2019-07-22 16:48:42,1.8125,29,22.8,6.2,40,45.16,5.16,74
2019-07-22 16:48:43,1.8125,29,22.82,6.18,40,45.44,5.44,74
2019-07-22 16:48:48,1.8125,29,22.82,6.18,40,45.44,5.44,74
2019-07-22 16:48:48,1.8125,29,22.8,6.2,40,45.54,5.54,74
2019-07-22 16:48:49,1.8125,29,22.82,6.18,40,45.62,5.62,74
2019-07-22 16:49:10,1.8125,29,22.82,6.18,40,45.68,5.68,74
2019-07-22 16:49:12,1.8125,29,22.82,6.18,40,45.72,5.72,74
2019-07-22 16:49:18,1.8125,29,22.82,6.18,40,45.56,5.56,74
2019-07-22 16:49:18,2,29,22.82,6.18,40,44.4,4.4,74
2019-07-22 16:49:18,2,29,22.86,6.14,40,44.28,4.28,74
2019-07-22 16:49:40,2,29,22.86,6.14,40,43.88,3.88,74
2019-07-22 16:49:57,2,29,22.9,6.1,40,43.78,3.78,74
2019-07-22 16:50:28,2,29,22.96,6.04,40,43.78,3.78,74
2019-07-22 16:50:38,2,29,22.96,6.04,40,43.58,3.58,74
2019-07-22 16:50:44,2,29,23,6,40,43.58,3.58,74
2019-07-22 16:50:54,2,29,23.04,5.96,40,43.52,3.52,74
2019-07-22 16:51:08,2,29,23.04,5.96,40,43.48,3.48,74
2019-07-22 16:51:25,2,29,23.06,5.94,40,43.48,3.48,74
2019-07-22 16:51:38,2,29,23.06,5.94,40,43.52,3.52,74
2019-07-22 16:51:40,2,29,23.08,5.92,40,43.54,3.54,74
2019-07-22 16:52:25,2,29,23.12,5.88,40,43.54,3.54,74
2019-07-22 16:52:48,2,29,23.12,5.88,40,43.58,3.58,74
2019-07-22 16:53:03,2,29,23.18,5.82,40,43.58,3.58,74
2019-07-22 16:53:08,2,29,23.18,5.82,40,43.54,3.54,74
2019-07-22 16:53:24,2,29,23.22,5.78,40,43.54,3.54,74
2019-07-22 16:53:34,2,29,23.18,5.82,40,43.54,3.54,74
2019-07-22 16:53:38,2,29,23.18,5.82,40,43.76,3.76,74
2019-07-22 16:53:39,2,29,23.22,5.78,40,43.76,3.76,74
2019-07-22 16:54:08,2,29,23.22,5.78,40,43.76,3.76,74
2019-07-22 16:54:24,2,29,23.18,5.82,40,43.8,3.8,74
2019-07-22 16:54:38,2,29,23.18,5.82,40,43.8,3.8,74
2019-07-22 16:54:54,2,29,23.12,5.88,40,43.76,3.76,74
2019-07-22 16:55:47,2,29,23.12,5.88,40,43.76,3.76,74
2019-07-22 16:56:03,2,29,23.26,5.74,40,43.8,3.8,74
2019-07-22 16:56:08,2,29,23.26,5.74,40,43.72,3.72,74
2019-07-22 16:56:19,2,29,23.3,5.7,40,43.7,3.7,74
2019-07-22 16:56:34,2,29,23.32,5.68,40,43.7,3.7,74
2019-07-22 16:56:38,2,29,23.32,5.68,40,43.7,3.7,74
2019-07-22 16:57:08,2,29,23.32,5.68,40,43.68,3.68,74
2019-07-22 16:57:09,2,29,23.36,5.64,40,43.68,3.68,74
2019-07-22 16:57:38,2,29,23.36,5.64,40,44,4,74
2019-07-22 16:57:39,2,29,23.4,5.6,40,44,4,74
2019-07-22 16:58:09,2,29,23.44,5.56,40,44,4,74
2019-07-22 16:58:25,2,29,23.48,5.52,40,44,4,74
2019-07-22 16:58:47,2,29,23.48,5.52,40,44.04,4.04,74
2019-07-22 16:59:03,2,29,23.32,5.68,40,44.04,4.04,74
2019-07-22 16:59:08,2,29,23.32,5.68,40,44.08,4.08,74
2019-07-22 16:59:19,2,29,23.26,5.74,40,44.08,4.08,74
2019-07-22 16:59:24,2,29,23.22,5.78,40,44.12,4.12,74
2019-07-22 16:59:38,2,29,23.22,5.78,40,44.12,4.12,74
2019-07-22 16:59:54,2,29,23.18,5.82,40,44.12,4.12,74
2019-07-22 17:00:08,2,29,23.18,5.82,40,44.14,4.14,74
2019-07-22 17:00:09,2,29,23.1,5.9,40,44.14,4.14,74
2019-07-22 17:00:24,2,29,23,6,40,44.12,4.12,74
2019-07-22 17:00:38,2,29,23,6,40,44.12,4.12,74
2019-07-22 17:01:10,2,29,23.04,5.96,40,43.94,3.94,74
2019-07-22 17:01:48,2,29,23.04,5.96,40,43.94,3.94,74
2019-07-22 17:02:04,2,29,22.94,6.06,40,43.94,3.94,74
2019-07-22 17:02:08,2,29,22.94,6.06,40,43.92,3.92,74
2019-07-22 17:02:20,2,29,22.9,6.1,40,43.9,3.9,74
2019-07-22 17:02:35,2,29,22.86,6.14,40,43.68,3.68,74
2019-07-22 17:02:38,2,29,22.86,6.14,40,43.68,3.68,74
2019-07-22 17:03:08,2,29,22.86,6.14,40,43.68,3.68,74
2019-07-22 17:03:10,2,29,22.9,6.1,40,43.72,3.72,74
2019-07-22 17:03:25,2,29,22.92,6.08,40,43.68,3.68,74
2019-07-22 17:03:38,2,29,22.92,6.08,40,43.72,3.72,74
2019-07-22 17:03:39,2,29,22.98,6.02,40,43.72,3.72,74
2019-07-22 17:03:54,2,29,22.94,6.06,40,43.74,3.74,74
2019-07-22 17:04:10,2,29,22.9,6.1,40,43.74,3.74,74
2019-07-22 17:04:25,2,29,22.86,6.14,40,43.76,3.76,74
2019-07-22 17:04:47,2,29,22.86,6.14,40,43.74,3.74,74
2019-07-22 17:05:03,2,29,22.92,6.08,40,43.74,3.74,74
2019-07-22 17:05:08,2,29,22.92,6.08,40,43.76,3.76,74
2019-07-22 17:05:19,2,29,22.9,6.1,40,43.76,3.76,74
2019-07-22 17:05:34,2,29,22.86,6.14,40,43.74,3.74,74
2019-07-22 17:05:38,2,29,22.86,6.14,40,43.76,3.76,74
2019-07-22 17:05:54,2,29,22.82,6.18,40,43.76,3.76,74
2019-07-22 17:06:08,2,29,22.82,6.18,40,43.74,3.74,74
2019-07-22 17:06:24,2,29,22.8,6.2,40,43.76,3.76,74
2019-07-22 17:06:38,2,29,22.8,6.2,40,43.54,3.54,74
2019-07-22 17:06:54,2,29,22.78,6.22,40,43.54,3.54,74
2019-07-22 17:06:55,2,29,22.76,6.24,40,43.12,3.12,74
2019-07-22 17:07:09,2,29,22.68,6.32,40,42.94,2.94,74
2019-07-22 17:07:25,2,29,22.66,6.34,40,42.94,2.94,74
2019-07-22 17:07:47,2,29,22.66,6.34,40,42.9,2.9,74
2019-07-22 17:08:03,2,29,22.5,6.5,40,42.4,2.4,74
2019-07-22 17:08:08,2,29,22.5,6.5,40,42.14,2.14,74
2019-07-22 17:08:19,2,29,22.48,6.52,40,42.14,2.14,74
2019-07-22 17:08:34,2,29,22.5,6.5,40,42.18,2.18,74
2019-07-22 17:08:38,2,29,22.5,6.5,40,42.18,2.18,74
2019-07-22 17:08:54,2,29,22.6,6.4,40,42.24,2.24,74
2019-07-22 17:08:55,2,29,22.62,6.38,40,42.08,2.08,74
2019-07-22 17:09:08,2,29,22.62,6.38,40,42.06,2.06,74
2019-07-22 17:09:10,2,29,22.68,6.32,40,41.82,1.82,74
2019-07-22 17:09:24,2,29,22.76,6.24,40,41.68,1.68,74
2019-07-22 17:09:38,2,29,22.76,6.24,40,41.62,1.62,74
2019-07-22 17:09:40,2,29,22.82,6.18,40,41.62,1.62,74
2019-07-22 17:09:54,2,29,22.9,6.1,40,41.68,1.68,74
2019-07-22 17:10:10,2,29,22.86,6.14,40,41.6,1.6,74
2019-07-22 17:10:47,2,29,22.86,6.14,40,41.6,1.6,74
2019-07-22 17:11:03,2,29,22.92,6.08,40,41.4,1.4,74
2019-07-22 17:11:08,2,29,22.92,6.08,40,41.6,1.6,74
2019-07-22 17:11:18,2,29,22.98,6.02,40,41.6,1.6,74
2019-07-22 17:11:24,2,29,23,6,40,41.64,1.64,74
2019-07-22 17:11:38,2,29,23,6,40,41.7,1.7,74
2019-07-22 17:12:08,2,29,23,6,40,41.6,1.6,74
2019-07-22 17:12:24,2,29,23.04,5.96,40,41.78,1.78,74
2019-07-22 17:12:38,2,29,23.04,5.96,40,41.8,1.8,74
2019-07-22 17:12:39,2,29,23,6,40,42,2,74
2019-07-22 17:13:25,2,29,22.92,6.08,40,42.08,2.08,74
2019-07-22 17:13:47,2,29,22.92,6.08,40,42.24,2.24,74
2019-07-22 17:14:03,2,29,23.08,5.92,40,42.36,2.36,74
2019-07-22 17:14:08,2,29,23.08,5.92,40,42.46,2.46,74
2019-07-22 17:14:19,2,29,23.12,5.88,40,42.46,2.46,74
2019-07-22 17:14:34,2,29,23.08,5.92,40,42.5,2.5,74
2019-07-22 17:14:38,2,29,23.08,5.92,40,42.56,2.56,74
2019-07-22 17:14:40,2,29,23.06,5.94,40,42.74,2.74,74
2019-07-22 17:14:54,2,29,23.08,5.92,40,42.64,2.64,74
2019-07-22 17:15:09,2,29,23.08,5.92,40,42.6,2.6,74
2019-07-22 17:15:09,2,29,23.12,5.88,40,42.74,2.74,74
2019-07-22 17:15:24,2,29,23.18,5.82,40,42.72,2.72,74
2019-07-22 17:15:25,2,29,23.22,5.78,40,42.6,2.6,74
2019-07-22 17:15:38,2,29,23.22,5.78,40,42.6,2.6,74
2019-07-22 17:15:40,2,29,23.28,5.72,40,42.54,2.54,74
2019-07-22 17:15:54,2,29,23.26,5.74,40,42.34,2.34,74
2019-07-22 17:15:55,2,29,23.24,5.76,40,41.9,1.9,74
2019-07-22 17:16:10,2,29,23.22,5.78,40,41.4,1.4,74
2019-07-22 17:16:25,2,29,23.14,5.86,40,41.4,1.4,74
2019-07-22 17:16:47,2,29,23.14,5.86,40,41.3,1.3,74
2019-07-22 17:17:03,2,29,23.18,5.82,40,41.1,1.1,74
2019-07-22 17:17:08,2,29,23.18,5.82,40,41.08,1.08,74
2019-07-22 17:17:18,2,29,23.22,5.78,40,41.1,1.1,74
2019-07-22 17:17:24,2,29,23.26,5.74,40,41.36,1.36,74
2019-07-22 17:17:38,2,29,23.26,5.74,40,41.36,1.36,74
2019-07-22 17:17:54,2,29,23.22,5.78,40,40.78,0.78,74
2019-07-22 17:18:08,2,29,23.22,5.78,40,40.54,0.54,74
2019-07-22 17:18:10,2,29,23.18,5.82,40,40.68,0.68,74
2019-07-22 17:18:24,2,29,23.14,5.86,40,40.68,0.68,74
2019-07-22 17:18:25,2,29,23.12,5.88,40,40.04,0.04,74
2019-07-22 17:18:38,2,29,23.12,5.88,40,39.86,0.14,74
2019-07-22 17:19:10,2,29,23.06,5.94,40,39.8,0.2,74
2019-07-22 17:19:25,2,29,23.04,5.96,40,39.92,0.08,74
2019-07-22 17:19:47,2,29,23.04,5.96,40,40,0,74
2019-07-22 17:20:08,2,29,23.04,5.96,40,40.32,0.32,74
2019-07-22 17:20:18,2,29,23.08,5.92,40,40.44,0.44,74
2019-07-22 17:20:24,2,29,23.12,5.88,40,40.74,0.74,74
2019-07-22 17:20:34,2,29,23.16,5.84,40,41.32,1.32,74
2019-07-22 17:20:38,2,29,23.16,5.84,40,41.32,1.32,74
2019-07-22 17:20:54,2,29,23.18,5.82,40,41.36,1.36,74
2019-07-22 17:20:55,2,29,23.16,5.84,40,41.36,1.36,74
2019-07-22 17:21:08,2,29,23.16,5.84,40,41.5,1.5,74
2019-07-22 17:21:10,2,29,23.18,5.82,40,41.6,1.6,74
2019-07-22 17:21:24,2,29,23.26,5.74,40,41.56,1.56,74
2019-07-22 17:21:25,2,29,23.28,5.72,40,41.4,1.4,74
2019-07-22 17:21:38,2,29,23.28,5.72,40,40.68,0.68,74
2019-07-22 17:21:54,2,29,23.24,5.76,40,40.68,0.68,74
2019-07-22 17:22:10,2,29,23.16,5.84,40,40.56,0.56,74
2019-07-22 17:22:25,2,29,23.12,5.88,40,40.48,0.48,74
2019-07-22 17:22:47,2,29,23.12,5.88,40,40.38,0.38,74
2019-07-22 17:22:47,1.6875,29,23.12,5.88,40,39.54,0.46,74
2019-07-22 17:23:08,1.6875,29,23.12,5.88,40,39.54,0.46,74
2019-07-22 17:23:09,1.6875,29,23.08,5.92,40,39.52,0.48,74
2019-07-22 17:23:10,1.6875,29,23.08,5.92,40,39.58,0.42,74
2019-07-22 17:23:13,1.6875,29,23.08,5.92,40,39.54,0.46,74
